text,is_noisy_text
Постановлением Президиума Ленинградского городского суда года полностью реабилитирован отсутствием состава преступления,False
Ахсарбек Татарканович Агузаров осет Ӕгъуызарты Тӕтӕрхъаны фырт Ӕхсарбег апреля года ноября года советский писатель журналист сценарист кинодраматург основоположник северокавказского телевизионного кино народный писатель Осетии председатель Государственного комитета телевидению радиовещанию СевероОсетинской АССР,False
Родился селении Згид Северной Осетии году переехал вместе родителями СтавдДурта года проживал Алагире Работал редактором Алагирской районной газеты Заря заведующим отделом пропаганды Алагирского райкома КПСС году Агузаров направлен учёбу областную партийную школу одновременно заочно учился СевероОсетинском пединституте После окончания партийной школы ряд лет работал секретарем Алагирского райкома КПСС редактором республиканской газеты Растдзинад заместителем заведующего отделом пропаганды агитации СевероОсетинского обкома КПСС г учился Высших литературных курсах литературного института Москве,False
г председателем Государственного комитета телевидению радиовещанию СевероОсетинской АССР,False
Имя Ахсарбека Агузарова литературе Осетии прозвучало середине х годов века годы журнале Мах дуг опубликован роман Солнцеворот осет Хурхӕтӕны вышедший отдельной книгой году русском переводе году годах вышли две книги романадилогии Агузарова Сын кузнеца году вышло свет новое произведение писателя роман Шум горной реки журнале Мах дуг разные годы опубликованы рассказы повести Агузарова Чабахан Поэма отважных крутых поворотах другие,False
Ахсарбек Агузаров возглавил СевероОсетинское телевидение радио Государственный комитет телевидению радиовещанию СевероОсетинской АССР году е годы основал производство телевизионного кино СевероОсетинская студия телевидения стала многие годы фильмопроизводящей базой Северном Кавказе Центрального телевидения базе снято свыше художественных фильмов более документальных картин фильмовконцертов Почти неоднократно показаны каналам Центрального телевидения Орбите тиражировались базовым студиям страны направлялись зарубежные страны Агузаров написал несколько радио телевизионных пьес Враги годы боевые др,False
сценариям написанным Агузаровым сняты художественные фильмы Последний снег горах реки бурные режиссёр Владимир Чеботарёв СевероОсетинское телевидения виновата Залина режиссёр Роберт Меркун СевероОсетинское телевидение Буйный Терек режиссёрпостановщик Измаил Бурнацев СевероОсетинское телевидение,False
Димитровский мост мост через реку Обь Новосибирске соединяющий проспект Димитрова правом берегу также имеются въезды улиц Фабричная Владимировская проезд Энергетиков въезды улиц Шоссейная Чулымская Моторная левом,False
Проект мост выполнен главным инженером проекта Е Г Барабановым институт Сибгипротранс Новосибирск Подходы мостовому переходу разработаны под руководством инженера Е Наумова институте Новосибгражданпроект Рабочие чертежи составлены главным инженером Р П Назаровой институте Гипротрансмост г Москва,False
Строительство моста началось году Велось силами Мостостроительного треста Мостострой ныне ОАО Сибмост ноября года мост открыт движения Стоимость мостового перехода составила млн рублей вместе подходами развязками млн рублей,False
Длина проезжей части моста м ширина м Движение мосту осуществляется шесть рядов Общая длина комплекса включающего подъезды развязки км Длина надводной части м,False
Максимальная разрешённая скорость движения мосту кмч кмч,False
Мост является цельносварным элементы имеют болтовых соединений способ оказался необходим условий сибирского климата получения пластичных хладостойких швов наложенных стальные конструкции Деформационные швы должны компенсировать движение конструкций под влиянием температурных перепадов,False
Установлен семи опорах две находятся берегах пять русле реки образом образуются шесть пролётов два предназначены прохода судов Каждая опора индивидуальна конструкции глубине методу погружения,False
Опоры представляют трубыоболочки диаметром м установленные сваях,False
Симптом открытости мыслей психопатологический симптом характеризующийся уверенностью окружающие слышать узнавать другим путём мысли индивида,False
телепатии открытость мыслей отличается уверенностью мысли доступны,False
Открытость мыслей позитивным симптомом шизофрении является шнайдеровских симптомов первого ранга шизофрению отличают других психических расстройств,False
Радиовещание открытость мыслей симптомов шизофрении МКБ,False
мягких формах человек испытывающий симптом сомневаться мысли открыты симптом проявляется постоянно расстройство воздействовать поведение снижать способность индивида успешно взаимодействовать обществом Тяжёлые формы считаются серьёзным индикатором шизофрении,False
Петра чёрный лебедь живущий озере Аазе вблизи германского города Мюнстера Петра приобрела широкую известность благодаря любви большому белому катамарану форме лебедя покидала протяжении многих месяцев,False
Петра появилась Аазе мае года происхождение неизвестно Сначала считали самцом называли чёрным Петером первых дней держалась вблизи большого белого катамарана сдававшегося напрокат местной школой яхтингу Приближавшихся людей Петра встречала агрессивными движениями криком словам биологов показывало привязанность катамарану защиту ареала гнездования последующих месяцах Петра более покидала катамаран время плыла брали аренду,False
Зимой катамаран необходимо увезти озера избежать повреждений мороза Петру взяли вместе катамараном зоопарк города Мюнстера где поселили маленьком пруду Две недели ДНК пёрышек установлено Петра женского пола придало нынешнее имя вместо бывшего Петера Через несколько недель Петра повредила лапу переселилась вместе катамараном пустой питомник пеликанов где оба пробыли марта года время персонал зоопарка пытался свести Петру другими чёрными лебедями усилия тщетны марта обоих вновь привезли Аазе где Петра лето верна избраннику ноябре вновь переселили зоопарк,False
Издательство напечатало детскую книжку под названием Желаем любви чёрный лебедь Почти настоящая любовная история также продолжение Добро пожаловать домой чёрный лебедь изображением Петры продавались новогодние украшения футболки различные сувениры,False
мэрию Мюнстера декабря поступило курьёзное предложение локальных партий Мэрию просили рассмотреть вопрос внесении Петры герб города После недолгой общественной дискуссии предложение отклонено,False
декабре года СМИ сообщили Петра оставила катамаран полюбила белого лебедяшипуна Пауля Однако новоиспечённый оказался неверным подобное поведение вполне характерно лебедей является совсем необычным стал обращать внимание других самок после Петра снова провела лето года катамараном Однако году Петра появилась Аазе дальнейшая судьба неизвестна,False
апреле года немецкая пресса написала обнаружении Петры найдена состоянии крайнего истощения удалось спасти Сейчас находится Оснабрюке переводить обратно Мюнстер планируют Петра нашла пару среди живых лебедей,False
Рубен Филипе Маркеш Аморим порт род января Лиссабон португальский футболист полузащитник Выступал сборной Португалии Двоюродные братья футболисты Бруну Симан род Давид Симан род года главный тренер лиссабонского Спортинга привёл сезоне первой лет победе чемпионате Португалии,False
Рубен Аморим дебютировал Португальской лиге декабря года домашнем матче Белененсеша против Алверки Рубен вышел замену й минуте матча,False
году Аморим выступал молодёжную сборную Португалии чемпионате Европы течение период несколько клубов заинтересованы услугах Бенфика Брага Порту Шальке Тоттенхэм Хотспур Тулуза футболист отклонил предложения,False
апреле года Рубен Аморим подписал летний контракт Бенфикой свободный агент первом сезоне Аморим регулярно выходил стартовом составе Бенфики Первый гол Бенфику забит ноября клубу Академика Коимбры,False
Аморим появился молодёжной сборной Португалии время чемпионата Европы году Сборная Португалии заняла место уступив матче право участвовать Олимпийских играх итальянцам,False
мая года после объявления Карлушем Кейрошем состава сборной Португалии чемпионат мира Аморим попал список х футболистов июня года Аморим вызван сборную Португалии вместо Нани получившего травму плеча,False
июня Рубен Аморим дебютировал сборную Португалии матче первого тура чемпионата мира против сборной КотдИвуара Рубен заменил й минуте матча Раула Мейрелиша,False
Стиль игры Аморима похож стиль Тьягу Оба играли центре полузащиты участвовали оборонительных атакующих действиях команды Рубен Аморим однако также сыграть позиции правого полузащитника,False
году окончила Ленинградскую консерваторию классу сольного пения педагог Т Н Лаврова,False
Актриса Екатеринбургского государственного академического театра музыкальной комедии Амплуа героиня лирическая героиня лирикокаскадная героиня,False
Осн партии Галина Сахно Стряпуха Софронов Ганна Главари Веселая вдова Легар Ф Илона Цыганская любовь Легар Ф Клотильда де Марель милый друг Лебедев Одетта Доримонт Баядера Кальман Панова Товарищ Любовь Ильин Сильва Сильва Кальман Теодора Принцесса цирка Кальман,False
достижения неоднократно награждена,False
Валенсийская кухня кухня автономного сообщества Валенсия обладающая характеристиками средиземноморской кухни основными ингредиентами являются овощи морепродукты мясо Известна мире блюдами риса паэлья цитрусовыми Валенсийская кухня кухни соседних регионов находились под взаимным влиянием поэтому блюда часто имеют общие черты Среди балеарская кухня каталонская кухня арагонская кухня кухня Манчего кухня Мурсии,False
Валенсийские вина также пользуются уважением благодаря трем охраняемым наименованиям происхождению Аликанте УтьельРекена Валенсия УтьельРекене производят игристое вино под маркой кава Между мускат крепленое вино известное москатель также мистела производится МаринаАльта недалеко Дении провинция Аликанте также Турисе Честе Годеллете окрестностях провинция Валенсия,False
Музей истории Валенсии кат исп сокр расположен месте первого водохранилища города Валенсии Испания построенного Ильдефонсом Сердой открытого году рамках проекта подведению питьевой воды городу инициированного маркизом де Кампо,False
Музей расположен старом водохранилище города настоящей жемчужине индустриальной архитектуры построенной Ильдефонсо Сердой позже создал район Эшампле Барселоне Открытое году первым подобного рода Испании,False
После реставрации сооружение приобрело новый вид функции мая года посетителям открыл двери Музей истории Валенсии,False
Музей находится рядом парком Кабесера исп биопарком,False
Постоянная экспозиция состоит археологических находок исторических документов произведений искусства дополненных минифильмами мельчайших подробностях воспроизводящих ситуации прошлого необычная форма знакомства прошлым стороны удивляет другой помогает лучше понять почувствовать просто наблюдателем участником цели служит Машина времени исп легкостью переносит посетителей настоящего любой периодов двадцатидвухвековой истории Валенсии Благодаря новым технологиям посетители познакомиться римским периодом истории Валенсии носила первоначальное имя Валентия лат побродить городу завоеванному Хайме Первым послушать говорят торговцы Лонхи исп рынка где продавали шелк присоединиться участникам восстаний оказаться гуще событий присутствовать дебатах между учеными просто насладиться музыкой литературой любого исторических периодов,False
Постоянная экспозиция разделена восемь периодов,False
Также Музее зал временных выставок зона универсального назначения можно адаптировать зависимости иных потребностей Пространство позволяет устраивать здесь мастерклассы конференции научные мероприятия семинары,False
Адрес Мислата Валенсия улица Валенсии,False
евро взрослых евро льготный группы человек студенты пенсионеры члены многодетных семей владельцы карты абонемент дает право посещение любых муниципальных музеев течение дней дети лет бесплатно,False
воскресенье праздничные дни вход свободный,False
Метро Линии станция Нуэве де Октубре кат исп,False
Туристический автобус исп остановка маршрута Историческая Валенсия исп,False
Ближайшие остановки Валенбиси исп номер,False
Аскиз хак Асхыс река главных левых притоков реки Абакан Берёт начало отрогах Кузнецкого нагорья водоразделе двух крупнейших водных бассейнов Енисейского Обского,False
Высота истока м над уровнем моряисточник указан дня,False
Длина Аскиза км площадь водосбора км протяжении около км река протекает таёжной местности густотой речной сети кмкм Модуль стока части реки лсек км части русло проходит устойчивых коренных породах подверженных размыву выходе Аскиза степь русло меандрирует образует широкую м пойму изобилующую большим количеством протоков островов характеристикам уклон дна расходы др сохраняет признаки горной реки Характерен ярко выраженный пиковый паводок Русло здесь мелкой глубины период снеготаяния обильных дождей правило вода выходит берегов затопляя подтопляя сельхозугодья населённые пункты нанося большой урон хозяйству Практически населённые пункты защищены дамбами обвалования,False
Аскиз имеет более крупных притоков База протяжённость русла км площадь водосбора км Хабзас км км др,False
берегах Аскиза древних времён существует орошение настоящее время водой Аскиза орошается более тысяч га пашни границах ВерхАскизской Первомайской СтароАскизской инженерной оросительных систем,False
Конец света советский антирелигиозный комедийный фильм года режиссёра Бориса Бунеева,False
деревню Опенки приезжает молодой священник отец Михаил Восстановив полуразрушенную церковь батюшка начинает службу Одновременно деревне появляется старичок Филин называющий святой жизни человек поселившись потерявшей войне сына Матрёны начинает вовлекать деревенских старушек веру,False
Неопытный батюшка выдерживает конкуренции матёрым шарлатаном борьбе умы деревенских старушек уезжает иронично про говоря Молодой специалист дезертировал трудового фронта Местные власти повесив церкви табличку Памятник архитектуры Охраняется государством закрывают церковь бодро рапортуют район крупной победе научного атеизма,False
Однако радуется закрытию церкви Филин самый разгар летней страды объявляет наступление конца света уводя старушек Лысую гору мероприятием заинтересовывается районная милиция участковый застаёт святого старца со паствой сидящей Лысой горе голодной ожидании апокалипсиса колхозном огороде ворованными огурцами признаёт старого знакомого раскулаченного поджигателя колхозной конюшни,False
Место съёмок село Пречистое Ярославской области со ракурсов изнутри показана церковь Рождества Пресвятой Богородицы,False
Фильм снят период хрущёвской антирелигиозной кампании отмечается современными исследователями фильм другие антирелигиозные фильмы периода направлен столько против церкви сколько борьбу сектантством,False
Журналом Искусство кино году отмечалось легкомысленность картины лишь кажущаяся комедийный характер идёт глубоко народного свойства негативным явлениям жизни подходить чувством юмора исходящем внутренней убежденности противоестественности зла данном случае сектантства,False
значение данного фильма просто отклик разоблачение сектантства Содержание картины шире многозначнее Тема колес истории вредных маленьких колесиков тема глубоко общественная звучащая сегодня остро публицистично ходом мысли авторы доказывают маленькие колесики вертятся обратную сторону тогда позволяем вертеться допускаем изза невнимательности изза формального отношения делу жизни душе человеческой,False
Современная критика также выделяет фильм среди снятых период антирелигиозных картин,False
Попхипстер Веспе любит выпить коньячку оттянуться со сексуальной попадьей под западную музыку Неудивительно быстро теряет паству приход появляется уверенный пожилой сектант объявляющий скорый конец света Атеистам непросто справиться массовыми галлюцинациями возглавляемыми главной бабушкой советского кино комедийной сущности фильме достоверно отражает сектантский мистический ужас ожидании последних времен,False
Ково итал коммуна Италии располагается регионе Ломбардия подчиняется административному центру Бергамо,False
Население составляет человек плотность населения составляет челкм Занимает площадь км Почтовый индекс Телефонный код,False
Покровителем коммуны почитается святой Лазарь празднование декабря,False
Уче Анри Агбо англ род декабря Кано нигерийский футболист защитник клуба Депортиво ЛаКорунья Играл сборную Нигерии,False
Агбо начал карьеру выступая родине клубы Тараба Эньимба году подписал контракт четыре года итальянским Удинезе сразу отдан аренду испанскую Гранаду получения игровой практики Уче выступал начале дублирующий состав февраля года матче против Леванте дебютировал Ла Лиге основной состав Летом года Агбо перешёл английский Уотфорд подписав соглашение пять лет вновь отдан аренду Гранаду Летом года Уче правах аренды присоединился льежскому Стандарду июля матче против Мехелена дебютировал Жюпиле лиге ноября поединке против Генка Агбо забил первый гол Стандард,False
году Вилфред составе молодёжной сборной Нигерии принял участие молодёжном Чемпионате мира Турции турнире сыграл матче против команды Португалии,False
году Агбо дебютировал сборную Нигерии,False
Робер Марсель Казадезюс фр апреля Париж сентября там французский пианист композитор музыкальный педагог наиболее значительных французских пианистов века Представитель обширной музыкальной семьи Казадезюс,False
Окончил Парижскую консерваторию пианист класс Луи Дьемера композитор класс Леру Ф Казадезюса занимался также классе камерного ансамбля Люсьена Капе гастролировал миру числе неоднократно СССР США впервые первый концерт Карнегихолле профессор классу фортепиано директор Американской консерватории Фонтенбло годы войны жил США Принстоне соседству Альбертом Эйнштейном затем вернулся родину,False
пианист выступал вплоть года смерти сольно ансамбле со многими видными музыкантами числе г постоянно со скрипачом Зино Франческатти Кливлендским оркестром НьюЙоркским филармоническим оркестром Венским филармоническим оркестром Филадельфийским оркестром со женой пианисткой Габи Казадезюс др,False
репертуаре Робера Казадезюса значительное место отводилось французской музыке Среди самых известных аудиозаписей полное собрание сочинений М Равеля зап Образы Прелюдии оба тома Детский уголок Эстампы другие произведения Дебюсси зап также записал Кливлендским оркестром ряд клавирных концертов Моцарта большая часть записана гг Полная дискография Казадезюса собственные сочинения исполнения музыки иных композиторов включает записи,False
композиторское наследие Казадезюса обширно ныне музыка почти исполняется Среди сочинений крупных жанров семь симфоний девять концертов различных инструментов преимущественно фортепиано,False
Кавалер офицер командор ордена Почётного легиона других почётных наград званий Франции Бельгии Нидерландах,False
Население переписи года составляло человек,False
июне года образована Великочерниговская ОТГ результате объединения двух сельских советов,False
Луганська обл СтаничноЛуганський рн Велика Чернігівка вул Робоча укр,False
Административный центр город Львов,False
Район образован Постановлением Верховной рады июля года результате административнотерриториальной реформы состав вошли территории,False
Численность населения района составляет около человек,False
Район укрупнённых границах июля года делится территориальные общины громады числе городских поселковы сельских общин скобках административные центры,False
другие обозначения спиральная галактика перемычкой созвездии Дева,False
объект входит число перечисленных оригинальной редакции Нового общего каталога,False
Суд Евразийского экономического союза англ постоянно действующий судебный орган Евразийского экономического союза учреждённый соответствии Договором Евразийском экономическом союзе мая г целью обеспечения единообразного применения актов права ЕАЭС государствамичленами органами Расположен Минске,False
Осуществляет судебную разрешение споров консультативную предоставление разъяснений функции Статус состав компетенция порядок функционирования формирования Суда определяются Статутом является приложением Договору ЕАЭС,False
Договором учреждении ЕврАзЭС года предусмотрено создание Суда рамках Сообщества Однако суд сформирован сразу соответствии соглашением между ЕврАзЭС СНГ функции временно возложены Экономический суд СНГ,False
Суд ЕврАзЭС сформирован января года действовал декабря года период шёл процесс кодификации договорноправовой базы Таможенного союза Единого экономического пространства единый акт Договор ЕАЭС,False
созданием ЕАЭС органы ЕврАзЭС Сообщество упразднены месте возникла новая институциональная структура рамках создан Суд ЕАЭС Суд функционирует января года дня вступления силу Договора ЕАЭС,False
Решения Суда ЕврАзЭС продолжают действовать прежнем статусе даёт возможность Суду ЕАЭС ссылаться решениях,False
состав Суда входят два судьи каждого государствачлена ЕАЭ Судьи назначаются должность Высшим Евразийским экономическим советом представлению государствчленов Срок полномочий судьи составляет лет Судьи должны обладать высокими моральными качествами являться специалистами высокой квалификации области международного внутригосударственного права также правило соответствовать требованиям предъявляемым судьям высших судебных органов,False
Судьи вступлении должность приносят присягу Вне зависимости гражданства судьи обладают одинаковым статусом равны отправлении правосудия Судьи независимы представлять интересы государственных межгосударственных органов организаций коммерческих структур политических партий движений также территорий наций народностей социальных религиозных групп отдельных лиц,False
настоящее время состав Суда входят судей,False
Руководство деятельностью Суда осуществляет Председатель Председатель заместитель избираются должности состава Суда большинством судей утверждаются Высшим советом Председатель заместитель Председателя должны являться гражданами государствачлена Срок полномочий Председателя заместителя года,False
Председатель организует деятельность утверждает порядок организации деятельности Суда назначает должность освобождает должности сотрудников должностных лиц Суда каждому делу Председатель определяет состав Суда судью докладчика передаёт заявления жалобы рассмотрение соответствующему составу Суда,False
Деятельность Суда обеспечивает Аппарат структуру входят секретариаты судей Секретариат Суда,False
Секретариат судьи состоит советника судьи помощника судьи,False
Секретариат Суда состоит экспертноаналитического отдела отдела финансовой организационнокадровой работы Секретариат Суда возглавляет руководитель имеющих двух заместителей Общая штатная численность Секретариата Суда единицы Информация конкурсах занятие должностей Секретариате Суда размещается официальном сайте Суда,False
Целью деятельности Суда является обеспечение единообразного применения государствамичленами органами ЕАЭС актов составляющих право ЕАЭС,False
реализации цели Суд разрешает споры возникающие вопросам применения права ЕАЭС осуществляет разъяснение актов права ЕАЭС,False
Суд ЕАЭС является единственным органом компетенцию входит судебный пересмотр решений Евразийской экономической комиссии Национальные суды государствчленов решения Комиссии пересматривать,False
компетенцию Суда входит наделение органов Союза дополнительной компетенцией помимо прямо предусмотрена Договором ЕАЭС международными договорами рамках Союза,False
Государствочлен ЕАЭС обратиться Суд заявлением,False
Хозяйствующий субъект индивидуальный предприниматель юридическое лицо независимо места регистрации государствахчленах ЕАЭС пределами обратиться Суд заявлением,False
оспариваемое решение действие бездействие должны непосредственно затрагивать права законные интересы обращающегося субъекта сфере предпринимательской иной экономической деятельности Оспорить можно решения действия бездействия Комиссии повлекли нарушение прав законных интересов истца,False
итогам рассмотрения спора Суд выносит решения обязательные исполнения Евразийской экономической комиссией,False
Спор принимается рассмотрению Судом без предварительного обращения истца ответчику урегулирования вопроса досудебном порядке путём консультаций переговоров иными способами исключением случаев прямо предусмотренных Договором ЕАЭС ответчик течение месяцев со дня поступления обращения истца принял мер урегулированию вопроса досудебном порядке заявление рассмотрении спора направлено Суд взаимному согласию сторон спора спор передан рассмотрение Суда истечения указанного срока,False
