text,is_noisy_text
куда шеф,True
вышел,True
особенно хочется делать гдето другом городестране где никого никто найдет захочу,True
больше думаю над откопить годовой отдыхнакупить аппаратуры засесть изучение музыкальной штуки просто кайф трудиться игратьне хочу диджеем хочу научиться конкретно ебашить электронщину писать всякие грузящие уши грустные мелодии под хочется выть,True
клянусь эстетики модерн электронщика репера жестко выносит вова прикасается любом творческом форматесмотрим документалку про альбом,True
добрым утром,True
странно тогда ямузыка делает огромная возможность занять полностью рынок удобнее приложение дело музыке вк яндекс го мультиплатформа яндексом хотя удобно пользоваться думаю там какие прям бешеные бабки кажется яндекс вполне потянуть подписать пару тройку адекватных популярных артистов,True
интересно сколько платят русским музыкантам дроп исключительно рамках платформы прошло несколько лет убрал жизни бум вк целом лучше там стало хуже порядок деньги видимо там бешеные раз почти популярные артисты соглашаются релизить дропы там,True
чопа,True
чопа,True
альбому куок,True
шампунем,True
форма,True
комуто надо подруга набирает людей стажировку яндекс смело писать пробоваться курс мастхеввсе хочет писать личку данные форме направит яндекс возможность ускорить процесс прохождения отбора ваши заявки приоритете рассматриваться приглашение прохождения этаповнаправления бэкенд фронтенд мобильная разработка аналитика данных машинное обучение информационная безопасность,True
более интересно наблюдать тут вообще экосистема вижу огромное количество популярных блогеров инсте получается контент формата телеграмма подписан девочку районе подписчиков инсте год подписчиков тг канале причем довольно часто про говорит пытается перейти полностью туда тут сложнее обмануть людей картинкой сложнее зацепить людей какойто мимолетной визуальной историей тут люди правда постоянно выбирают потребляемый контент очень здорово,True
кстати сих пор нравится идея телеграмм канала цифрового следа считаю более личным интересным инста также более сдержанным наполненным твиттерв общем идеальный баланси щас очень много знакомых начало активно вести каналы интересно наблюдать люди учатся вписываться рамки сообщений взгляд чуть сложнее интереснее приписки постам инсте всегда мечта чтото писать начиная со школьной парты мечтал конечно строчках кода тоже ничего щас правда нравится тг канал полу дневник полу блокнот добавляет жизни забирая последовательностьпервый бум памяти тг каналов начало войны там прям резко подхватили общее движение ктото боялся закроют инсту ктото боялся антивоенные посты спокойно закроют итог постепенно мигрировали процесс миграции супер крутой очень много интересного контента появилось казалось дефолтном мессенджере огромное количество креаторов чтото постят какимито топиками темам сразу лезу тг второй годчем больше людей лучше надеюсь каждого человека ведет тг канал потраченное время стоит хорошего дня,True
каждым днем рассказываю чтото про делать хочется меньше меньше хочется делиться идеями начнупереезжая университет среднего сибирского городка примерно представлял столкнусь множеством трудностей вызванными обучением поиском новых компаний интересамзаканчивая первый курс набил надпись груди,True
ради фана решил проверить там,True
андрей прикольчик вкинул довольно забавно,True
че кстати вообще думаете поводу оч часто вижу халивары всякие псевдоспоры поводу замены разработчиков стажерскиеджуновские позициичто считаю полным бредом утопией жалко копирайтеров например ведь тексты штука пишет здоров ну общем очень удобный инструмент помогает половину рутинных штук типа поиска гугле написания шаблонных писем автоматизировать просто избавиться тревожных мыслей поводу выполнения вообще прикольно кодовые снипеты генерит удобно недавно пробовал верстку достать отлично справляется даже стили смог подтянуть общем интереснопонятно больших систем выстроит качестве расширения улучшения алгоритмов поиска написания отличная штука рекомендую,True
девушки праздником,True
ресурсы чет прям быстро заканчиваются надо чтото постоянно делать учиться учить работать жизнь забывать пытатьсяумираешь очень быстро больше приятное чувство убиваешься движением бытом всегда чуть приятней,True
повысили,True
каждый год пересматриваю легендарный выпуск про хапаю заряда следующие полгода,True
мало знает родной брат преподает третий год вроде европейском университете безумно умный харизматичный практичный человекон очень хотел встретить новый год санктпетербурге увидеться семьей максимум куда смог попасть без угрозы жизни ереван бывшие одногруппники друзья встретиться вместе устроить традиционный праздник должны ехать другую страну ведь сейчас почти единственный способ безболезненно увидеть близких людей рамках разных стран люди уезжают родной страны просто веке пожить свободной жизнью втянутыми войну нормально просто давайте забывать,True
год начала войныгрустно знакомые вынуждены оставаться вне дома грустно друзья хотят уехать потому видят тут светагрустно родители увидеть сына больше года грустно людям постоянно наносят боль привычная счастливая жизнь сон грустно когдато братские народы живут ненависти мраке грустно спокойно увидеть мир потратив огромное количество денег грустно анти позиция сидит гниет тюрьмегрустно каждым месяцем мрачнее грустнее грустно появились хорошие плохие русские грустно раковая опухоль стране разрастается бешенной скоростью просто грустно,True
гений,True
ловлю какойто лютый кайф проектирования всегда хватало записывать сценарии использования нравится сразу действия нанести какойто адекватный интерфейс потом возвращаться спокойно,True
чувствуют,True
смешно ребята кожи вон лезут залететь тинькофф яндекс стажировки тратят несколько летвы поднять позицию джуна начинать карьеру ходить контестах попытках кудато попасть быстро развиться миддла определенных амбициях пробовать попасть топ конторы более высшие грейды ребята курсе дрочат бесполезные контест соренования программированию надежде стажировку зачем почему понимаюя вижу ничего плохого работе средние маленькие компании наоборот считаю большим плюсом тупо больше задач ответственности быстрее учишься формировать график быстрее делать задачки общаться необходимыми людьми наверное обычным любителям покодить нравится много ребят тут уйти тимлиды заниматься больше менеджментом написанием строчек кода день поэтому общение выстраивание личных процессов работы например рассматривал райфайзеняндекс джавистом шарпист идешь тинькалиэкспресси большая проблема видел другой мир крупных компаний рф айти скорее когданибудь придется уйти выбор останешься рф захочешь большие деньги обязательно попадешь продуктовые конторы пишут условный софт погрузок перелетов всякие системы наблюдения расчетов прочей казалось неинтересной ебы деле процентов рынка данный момент круто хотеть работать топе круто туда залететь пост больше посвящен ребятам довольно поздно начинают карьеру легче вкатиться средний айти бизнес перекатываетесь другой сферы иили пришли разработку года годам продолжать пытаться залететь стажировку контесту чистой воды субъективная история готов дискутировать комментариях,True
очень странные понятия отдыхе понял воскресенье стараюсь вообще писать код притрагиваться компьютеру занимаюсь больше местом где нахожусьввел привычку убираться каждое воскресенье после зала потом опционально либо встреча близкими либо просто чил одиночестве начал любить готовить почти каждый вечер нибудь готовлю перекусил абстрактной шавермой много слушаю музыку пью вино читаю занимаюсь спортом прям секрет идеального воскресенья меньше думал программировании выходных лучше работаю оставшуюся неделю общем отдыхаю както,True
вчера прекрасный день первый раз два года очень приятно провел утро сходил позавтракать погулял пошел вести аисдмне нравятся субботы полностью удовлетворяю недельную потребность общение изза пар закрытия лаб друзьяминадо быстрому допинать пару задачек начинать писать смарт контракт проекта надеюсь разберусь сделаю конфетку,True
сегодня переаттестация оценил хотя коллеги сказали целом неплохо отвечал сложные вопросы подумать пару раз допустил тупые ошибки простых вопросах общем ждём конца февраля там узнаю напишу поднимут поднимут,True
коллеги учатся разработчиков просто свободное время хотят чтото почитать интересноемы сашей ведем конспектики хостим каждый желающий смог обратить внимание интересные курсы любимого лектора ав маятинаархитектура информационных систем процессе написаниябазы данных наверное обленюсь завезу оси,True
привет жив здоров ток щас забрал медосмотра карточку,True
заходите почту там сообщение любимой,True
каждым днем убеждаюсь юность просто тренажер,True
щас тестил различные впн сервисы леши шевцова очень приятный использования советую,True
неделька супер спокойная выдается пока учебы слишком много заебываться слишком мало ничего делатькаждый семестр какоето ощущение тревожности параллельных задачек учебе время работы второй год жизни привыкнуть равно наверное лучшему завтра первая пара аисд семестре много новых ребят перешедших других группнаправлений хочется разочаровать навыками скиллами объяснению сложного через простоечувствую хорошо физически морально чувствую какуюто уверенность действиях очень сильно упрощает процесс идея реализация каждым семестром проще прощееще появился пак необязательных предметов первый вид звучат очень интересно попробую походить чет начал скучать студенческой движухе общем стараться также оптимистичном настрое потому вид намного проще получается,True
продолжаем любимую рубрику ставить интервью дудя параллельно работе второй мониторпевчих пока удивляет интересно рассказывает политических феноменах довольно интригующий тейк про образование университет про дугина вообще понравилось,True
отцом одинаково принимаем подарки всегда смеюсь большой летний подарок говорит скупое спасибо потом оставшийся день ходит около подарка постоянно проверяет точно ли настоящий ахах обожаю папу годами больше оня очень люблю очень ценю вложил хорошее подкорке гдето самые кризисные моменты выходит решает накопилось спрашивал мамой познакомились прожили много лет вместе просто сидел давил лыбу видели говорил очень сильно повезло твоя мама всегда делала лучше без ничего всегда давала сил пинка под зад потом проверял телефон ждал сообщений мило улыбался лучшее,True
выезжаю мск поездки сюда без целиочень сильно помогают морально разгрузиться очень хорошо провел время приятными близкими людьми сходил крутую галерею душевно проводил вечера вспоминал детство сургутскими ребятами смотрел двигаемся вперед заряжался атмосферой вчера опять общались отцом разговаривали про жизнь про братом воспитывали разговаривали про счастливую семейную жизнь пережитые трудности делились моментами жизни просто выпивали хороший виски ели вкусную еду раз убеждаюсь боятся чегото желаемого глупо дорога всегда стоит сил вкладываешь прохождение даже близких людей казалось близки похожи разное уникальное хочется просто слушать вдумываться прошествию времени радоваться поступки сложилось пазл собралась общая картинка обиды зло уничтожены сердцах там любовь правда делать тянется душа говорите людям любите почаще делайте дела велит сердце получайте удовольствие нынче малоя наверное щас часто говорю правда лишать тупо наполняет хочу делитьсяя научился разговаривать личном большой левел ап жизненный какое время блокировал давал выходить щас стало страшно почувствовал любовь трепет занимаюсь какие со люди живут прям радовать хороших выходных,True
днем уничтожения мастера,True
долго думал писать писать уж очень хочу высказаться третьей серии спойлеров просто обзорная точка зрения серия безумно понравилась смотря измененный канон повестку щас объясню почемуэта серия отдельный фильм сериале час руках целая законченная история тремя полноценными стадиями обычной истории второстепенный сюжет данной серии целом является сюжетом целого сериала задумайтесь очень смелые ребята раз сделали учитывая сколько фанатов игры целомперсонаж билла игре абсолютно никакой просто шизоидный социопат игрового контакта силы минут качественного стоит понимать история про мир про два человека миром справляются основную идею характер главного персонажа серии передали просто другому продави продали безумно качественночестно личный взгляд самая лучшая любовная линия сериалах крайней мере смотрел час час карл умудрились создать шедевр качестве отношений двух людей безумно круто очень качественно показан дом дом меняется со временем показаны характеры героев благодаря конечному сюжету понимаем изменились люди поменялся мир показали главного героя джоэла молод пытался добиться успеха контрабанде прочих незаконных рамкам мира штуках письмо конце господи прекрасно целом последние минут серии невероятные ощущения безумная грусть радость надежда элли знала людей показывают дому письму просто расщелкивает характер жильцов видит видно джоэл поражен характера уровня понимания ставя плюсы карму видно основе сюжета серии основные персонажи начинают притирку друг другу становятся ближе ближепро повестку почему тут имеет смысла потому качественная любовная история делаете акценты конкретно просто описываете люди чувствуют друг друга повестка ощущается вообще сначала непонятно неприятно видеть сделали биллом спустя минут начало нравится сделали персонажем переродили общем серия советую просмотру,True
щас просто другом общаюсь сегодня,True
сегодня сити,True
просто небо каждое утро встречалонадеюсь родителям быстро закончим ремонт новой перееду туда потом обожаю московский проспект,True
обожаю панельки просто испытываю какоето удовольствие вида каждый раз приезжаю питере слову родительской квартире очень красивый вид московский проспект подобного вида домая знаю кажется сургута история чувствуется чтото родное серость питерская москве сейчас погода целом изменилась будто уезжал никуда,True
подборка твиттера сегодня,True
советую глянуть фильм джона хиллом,True
обожаю поездки люблю сапсаны ощущение дороги пункта пункт б вызывает просто невероятное удовольствие,True
генералом сургутского газпрома,True
плюсы бритья стал выглядеть моложе минусы знакомый продавец продает сигареты без паспорта,True
начался период карьере каждый день пишут ы зовут собеседования чувствую нужным разработчиком жаль работаю крутой компании,True
концепт сегодня официально зародился над много предстоит работать бросить плевком лицо хочу создать силами вырасти рамках этогосил андреем,True
попросил повышение зп февралея оказывается работаю месяца ощущениям целых полгода,True
молодцы мужики продолжайте духе,True
женщины лайк угнетают мужчины,True
мужчины лайк угнетают женщины пж,True
чет голос треда,True
начал спать,True
теряешь людей всегда стабильно повышаешь скилл стараешься более эмпатичным теряешь обрёл почему мир именно нахуй работает,True
раскрою тему ебаноебано разному бывает бывает сил желания занимаешься чемто непонятным кажется ненужным хотя деле считаю бесполезных вещей жизни вообще корни ебано вытягивает жизненную энергию постоянно просто мир сразу серый неинтересный становится грустно безумно вселенски грустно случается частенько каждым думаю состояние самое ужасное стагнировать люблю пиздец както научился принимать жизни период вообще менял перчатки пытался убежать кудато постоянно избежать хорошее время наверное щас грустно немного мерзковато самое главное найти дорогу домой знаете бывает ебано настолько наполненный отдать очень хочется знаете типа каждую минуту хочется отдать делу человеку месту событию иное происходит ебано становится понимания наверное надо никому твое ощущение прекрасное вообще ноги ставит место ставит очень сильно лето весны первого курса прошло выводы сделал конечно случается равно грустно изза случается чудеса бывают наверное надеешься моменты хзно самое ебанное ебано твой временной ресурс мусорку улетает тоже бывает работе частенько особенно началу помню писал переводчик арабского языка сразу выдавать готовые текста нахуя писал понятно висит вроде черновиках гитхабе бизнесу надо ну общем случаи тоже бывают проходят потом быстро ебано долго бывает пару дней зато прикольно потом смотреть через время опыт опыт,True
ладно наебал давайте че нибудь напишуя последнее время мало вижусь тк много работы сознательно работать прям настроение ебашить придумывать создавать такоеи состояние после общаешься людьми ценны похоже долго едешь кудато скидываешь вещи ближайшем отеле первый раз много часов идешь кушать прям наслаждаешься происходит обычно уютные приятные вечера где обсуждаете свете говорите друг другу чтото невероятно приятное вообще лучшее мире чувствуешь восхитительно батарейка очень сильно заряжается вообще реально прям обожаю наблюдать делают приятные люди знаете одеваются ходят люди поправляют очки пьют воду поправляют волосы смеются рассказывают увлечениях вообще любимоезнаете огонь человеке плохо горит внутри видишь чувствуешь просто немного потерялся скоро равно станет замечательно потому другому трудно всегда поможешь вместе пройдете свете люблю жизнь пиздец,True
невероятно осознавать просто ныть больше помогает всегда кажется чемто очень страшным невозможным решать проблемы думать больше допустить хотя раньше даже думал сказали искандер блин прикинь насрал сделал неправильно можно проработать исправить ответил чтото типо,True
хаха попробуйте отгадать символьный хеш суки,True
ультра эмоциональном подъеме,True
вчера ночью допилил пару задачек поспал сходил зал планах напиться состояния нельзя уснуть,True
правда понимаю поспал седня часа ели дожил вечера лег надежде уснуть опять здесь,True
вчера звонила мама со словами,True
очень пиздатые строчкине знал бизи другой псевдоним слову попытки лирику нравятся,True
ебал ваши ложится выключить телефон тдя стабильно вторую неделю уснуть последнего щас просто сдался пошел чет поработать сесть получается блятьпричем спать хочется опять пить мелатонин хочу жить,True
думаете принимаете какието решения без продуманного плана просто вспомнитевладимир отказался ислама потому там нельзя спокойно бухатьвсем хорошего дня,True
настроение,True
скором времени ребятам собираем команду надеюсь смогу переложить формат успешных рабочих процессов хочется первую очередь человеком делать крутые вещи стараться проебать честь изза денегмне невероятно приятно также оценили форматы работы процессы надо оформить,True
вчера первый раз последние года стремлюсь поменять место работы можно скорее невероятно нравится со щас происходит много можно сделать аннологий чемто дальше самикороче будто правда попал здоровые отношения типа каждое утро минут разбор полетов постоянная поддержка каждый день других людей команды пятницу час где просто чтото обсуждаем предлагаем улучшения проекта просто вау,True
здрастье,True
слову взгляд лучших альбомов повестка понятно насчет крейсер авроры,True
люди работали наверное хорошо головойвот прям полная пизда прям полная меняет нигде делая уведомлений полгода пользования раз моменты утра заходишь отваливается пол приложения норм причем после появления новых ручек старые сломанные никто чинит релизы знают крайне плохо поддержка говна пожелать удачи получше таки благородная отечественная айти компания воспользоваться апишкой нужно пройти через кругов ада там редирект токен тут токен вставляй хедер потом прокинь уникальный идентификатор магазина потом ну окей например безопасно половина апи момента создания вопросы поддержку поводу работы иного ответ,True
про любовь,True
крч рассказываю про дедовский опыт раньше частенько приходилось пердолиться со всякими интеграциями различных сервисов между можно сказать,True
невероятно согласен про сервисы понимаю большая компания крутыми отделами разработки хуево относиться другим людям,True
сегодня хорошо идет работа очень много вещей согласованиях со очень нравится появляется больше ответственности рабочих моментахслушаю фоне возвращаюсь летнюю москву таки приятно полностью осваиваться там хочу вернуться,True
работе делаю прикрепление файлов документам тестирования прикрепляю справки несудимости мнения,True
хаха,True
очень хочется сгонять тбилиси марте концерт поперечного мнения,True
безумно болит голова опять выходные проспал дня,True
ровно полгода фул удаленный работник пары мыслей сделать вашу работу удаленке максимально продуктивной одежда странно звучало очень важно одет будто прийти офис настрой рабочий готов довольно долго сфокусированным внешне делает расслабленным очень быстро применяется ментально играет настрое важный пункт работы создать атмосферу планированиекогда никто контролирует соблазн начать заниматься личными вещами дома самое важное планиннг всегда спокойно встать час пораньше успеть домашние дела надо спокойно сделать обеде ведь устроить угодно целом про задачи про образ жизни удаленке просто планируйте заранее день легче фиксироваться нужном едадля вообще больная тема тк время работы сожрать угодноочень важно сделать расписание составить рацион каждый день стараться придерживаться активности утром вечером нужно максимуму заливать хороший бензин нормальной работы комфортное рабочее пространствопервым делом сделал купил стол кресло человека часов день сидит компом пишетобщаетсяпланируетсопоставляет выполняет другие разные умственные активности важно делал больной жопой поясницейдля также важным рабочее место изолировано минимуму отвлекался другие вещи квартире кроме монитора клавиатуры думайте бумажкахдля вообще супер важный пункт архитектурные задачи задачи работы таблицами требуют слишком много ресурсов коробка всегда готова нормально обрабатывать помогает бумажка ручка выписываю абсолютно слов созвонах названия полей таблицах мапятся между потому легче понимать следует отдыхкачественно отдыхать пока научился путешествия отдых заряжает долго зал выплеснуть эмоции дожить утра отдыхать очень важно мечтал поездке зимней зарядиться новыми силами дальше ебашить помоглоа вообще общие советы считайте сколько выпили чашек кофе иногда видео ютубе длиной час лучше перенести вечер обязательно выключайте микрофон видеокамеру созвонах хорошего дня,True
раз приветхочу послушали последние кружки хорошего товарища эмоциональная зависимость постоянный бич мешает жить патрик обычно полочкам раскладывает че зачем какв отличие патрика перестал заниматься психологом после августа возможности сильно страдаете контролировать вероятно поможет психолог ментальное здоровье очень важно запомните,True
комарова,True
гриша привез новый лонгслив точно шкаф,True
семестр официально закрыт конце января отдыхаю учебы занимаюсь интересными вещами думаю сгонять москву недельку надо озадачиться моментом поисков билетов сапсан особо устраивает вообще москва зимний город люблю именно,True
сегодня очень долго очень хорошо поработал посидел ребятами еду домой спать новой каждый раз после встречи аней андреем какоето ебанутое желание разбираться опять много обсудили опять приятно душе завтра сдаем мишей последнюю лабунадо кое доделать утра перспектива положительная имеется доброй ночи дальнейшего доброго утра завтра сложный день,True
кстати первый мире записал дисс моргенштерна,True
интересные факты сегодняшнего дня проснулся начал собираться зал потянул шею двигать,True
первая тренировка новом году надеюсь получится сделать более систематическими прошлом завёл даже отдельную табличку тренировочного процесса,True
дороге карелию скучно рандомно открыл ридер книг телефоне довольно давно заходил последнее время читал либо компе либо бумажныесовершенно неожиданным образом там скачана,True
году хочу таки дойти основательно без всякой лени андреем придумали странный довольно интересный проект получится начнем делатьвообще появлением жизни криптовалют довольно много изменилось время войны сильно помогло проебать деньги картахпока изучать чет новое возродить старую рубрику про технологии тут когдато вел рассказывать работает понятными словами скидывать ссылки курсы учебные материалы найду занятными,True
моменты жизненные хочешь както компенсировать постоянно моменты редко отпускают строишь поведения основе какой кайф просто устаешь пару тройку раз уходишь обыденного сценария потом через несколько месяцев просто меняешь забываешь любое зло разуме жизни уничтожено либо либо вашей помощью,True
очень нравится целом состояние настроение середины текущего момента чувствую очень добрым благодарным очень хочется чтото делать вообще убирать какойто негатив жизни много думал над действия очень разводили эмоции какието странные взаимоотношения полгода гораздо лучшеискать проблемы общении контакте людьми очень тяжело глаза будто задымлены чемто очень некомфортноскрываться убегать когото больше хочу получил много опыта больше никогда хочу повторять наконецто пришел какомуто стабильному отношению,True
